t,task_id,task_type,method,worker_id,model_id,request_id,success,failure_reason,format_ok,prompt_tokens,completion_tokens,total_tokens,latency_ms,cost_usd,cost_source,cost_exact_usd,cost_fallback_usd,decomp_used,decomp_request_id,raw_output_path,planner_raw_output_path,timestamp
73,gsm8k_106,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773684362-xi3z0WxX2TzTzpcCQ1wO,1,ok,1,141,300,441,8951,4.0010999999999994e-05,usage_estimate,,4.0010999999999994e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0073_gsm8k_106_solver.json,,1773684380
74,gsm8k_1150,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773684380-Xi1uiYFsQqztFicMPQor,1,ok,1,132,59,191,5326,1.5272e-05,usage_estimate,,1.5272e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0074_gsm8k_1150_solver.json,,1773684394
75,gsm8k_939,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773684395-5CBQqechWjqfmT7GMxIt,1,ok,1,178,121,299,2980,2.4738e-05,usage_estimate,,2.4738e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0075_gsm8k_939_solver.json,,1773684406
76,gsm8k_1137,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773684407-e9gsoSW7xiq8ZNQG8BrC,1,ok,1,183,318,501,4975,4.4793e-05,usage_estimate,,4.4793e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0076_gsm8k_1137_solver.json,,1773684420
77,gsm8k_1281,gsm8k,ours,haiku45,anthropic/claude-4.5-haiku-20251001,gen-1773684420-ltwmRyNzfquVW2kINBq7,1,ok,1,180,305,485,4470,0.001705,usage_estimate,,0.001705,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0077_gsm8k_1281_solver.json,,1773684433
78,gsm8k_443,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773684434-wxgMxYW3pZ3Ouiw18hiu,1,ok,1,180,305,485,4260,4.328e-05,usage_estimate,,4.328e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0078_gsm8k_443_solver.json,,1773684446
79,gsm8k_258,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773684447-mbXDJFGMSSkmUQBP3STD,0,wrong_answer,1,153,98,251,3355,2.0663000000000002e-05,usage_estimate,,2.0663000000000002e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0079_gsm8k_258_solver.json,,1773684458
80,gsm8k_590,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773684459-BSvtxvQwOsd9WJp3PBsn,0,wrong_answer,1,180,263,443,3900,3.908e-05,usage_estimate,,3.908e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0080_gsm8k_590_solver.json,,1773684473
81,gsm8k_364,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773684474-D5Ub5p9TH4ma0wgVVaxO,1,ok,1,150,107,257,3598,2.1349999999999997e-05,usage_estimate,,2.1349999999999997e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0081_gsm8k_364_solver.json,,1773684485
82,humaneval_HumanEval/156,humaneval,ours,haiku45,anthropic/claude-4.5-haiku-20251001,gen-1773684486-V5y9svRiOgZYQFfE18By,1,ok,1,233,794,1027,7545,0.004202999999999999,usage_estimate,,0.004202999999999999,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0082_humaneval_HumanEval_156_solver.json,,1773684503
83,gsm8k_321,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773684504-FMa3oBCGyBwSOK1aL6Xr,1,ok,1,129,78,207,5133,1.6958999999999998e-05,usage_estimate,,1.6958999999999998e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0083_gsm8k_321_solver.json,,1773684518
84,gsm8k_448,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773684518-JtCcjT4yO6lV5NuLMalM,1,ok,1,165,259,424,5207,3.7615e-05,usage_estimate,,3.7615e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0084_gsm8k_448_solver.json,,1773684532
85,gsm8k_927,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773684534-r50dGCXp07JjGCSbp6Ch,1,ok,1,171,199,370,4773,3.2041e-05,usage_estimate,,3.2041e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0085_gsm8k_927_solver.json,,1773684546
86,gsm8k_299,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773684547-FTa8moUIVHR9W0uAop5B,1,ok,1,183,254,437,2713,3.8392999999999996e-05,usage_estimate,,3.8392999999999996e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0086_gsm8k_299_solver.json,,1773684558
87,gsm8k_122,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773684558-vUN70kiOHBLeCgYaAvdR,1,ok,1,158,177,335,3420,2.8917999999999997e-05,usage_estimate,,2.8917999999999997e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0087_gsm8k_122_solver.json,,1773684570
88,humaneval_HumanEval/87,humaneval,ours,gemini25flash,google/gemini-2.5-flash,gen-1773684570-2N0YCPmDaFyBnc8WrOuX,1,ok,1,349,1105,1454,5947,0.0028672000000000003,usage_estimate,,0.0028672000000000003,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0088_humaneval_HumanEval_87_solver.json,,1773684585
89,gsm8k_402,gsm8k,ours,gemini25flash,google/gemini-2.5-flash,gen-1773684586-dWNhElbjGIIqk0u9Koa4,1,ok,1,153,521,674,3126,0.0013483999999999998,usage_estimate,,0.0013483999999999998,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0089_gsm8k_402_solver.json,,1773684597
90,gsm8k_153,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773684598-8VQy7mSL9qDLNLa00oxx,1,ok,1,200,451,651,8112,5.9300000000000005e-05,usage_estimate,,5.9300000000000005e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0090_gsm8k_153_solver.json,,1773684614
91,gsm8k_1236,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773684615-4XQDLhSA2FZNiRT4ZJeM,1,ok,1,163,124,287,4924,2.3973000000000002e-05,usage_estimate,,2.3973000000000002e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0091_gsm8k_1236_solver.json,,1773684629
92,gsm8k_319,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773684629-olS1ubWbDcXOqrjZmzZe,1,ok,1,163,164,327,4826,2.7973e-05,usage_estimate,,2.7973e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0092_gsm8k_319_solver.json,,1773684642
93,gsm8k_92,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773684646-wti2Tp8WmRIoAmPeviDY,1,ok,1,148,127,275,6546,2.3208e-05,usage_estimate,,2.3208e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0093_gsm8k_92_solver.json,,1773684658
94,humaneval_HumanEval/104,humaneval,ours,gemini25flash,google/gemini-2.5-flash,gen-1773684659-QM9PiqpihJTte4BNKry0,1,ok,1,198,1014,1212,5951,0.0025943999999999997,usage_estimate,,0.0025943999999999997,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0094_humaneval_HumanEval_104_solver.json,,1773684674
95,gsm8k_630,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773684674-TVgFausYT0YjhtPlKACj,1,ok,1,168,187,355,7839,3.0628e-05,usage_estimate,,3.0628e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0095_gsm8k_630_solver.json,,1773684689
96,humaneval_HumanEval/98,humaneval,ours,haiku45,anthropic/claude-4.5-haiku-20251001,gen-1773684690-BTUjokG7ZFMy4svSnkIR,1,ok,1,197,606,803,7556,0.003227,usage_estimate,,0.003227,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0096_humaneval_HumanEval_98_solver.json,,1773684707
97,gsm8k_400,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773684707-zdEVQcLGW6KWEpRES5fD,1,ok,1,133,69,202,10050,1.6343e-05,usage_estimate,,1.6343e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0097_gsm8k_400_solver.json,,1773684727
98,gsm8k_91,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773684727-a7e7LIfuCyhVkIlp3z4r,1,ok,1,133,97,230,5972,1.9143e-05,usage_estimate,,1.9143e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0098_gsm8k_91_solver.json,,1773684742
99,gsm8k_61,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773684742-JEqGN02sq28sXPVq0Qlk,1,ok,1,159,122,281,3001,2.3488999999999998e-05,usage_estimate,,2.3488999999999998e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0099_gsm8k_61_solver.json,,1773684753
100,gsm8k_1030,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773684754-lgF8OVGLqg3mifYeEJRO,1,ok,1,209,340,549,9546,4.8839000000000005e-05,usage_estimate,,4.8839000000000005e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0100_gsm8k_1030_solver.json,,1773684772
101,humaneval_HumanEval/33,humaneval,ours,haiku45,anthropic/claude-4.5-haiku-20251001,gen-1773684772-xYOdED0PLYgiBzZN2Zam,1,ok,1,271,840,1111,6577,0.004471000000000001,usage_estimate,,0.004471000000000001,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0101_humaneval_HumanEval_33_solver.json,,1773684788
102,gsm8k_311,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773684789-uz6Zan5vG1pSCDvlhOwV,1,ok,1,138,151,289,4142,2.4897999999999998e-05,usage_estimate,,2.4897999999999998e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0102_gsm8k_311_solver.json,,1773684801
103,gsm8k_1210,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773684801-VG1pk7lgC6eJbkGIqEGA,1,ok,1,157,74,231,1657,1.8546999999999997e-05,usage_estimate,,1.8546999999999997e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0103_gsm8k_1210_solver.json,,1773684811
104,gsm8k_594,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773684812-mp6sO78NQ8xL9DrPaDYz,1,ok,1,139,140,279,8578,2.3868999999999998e-05,usage_estimate,,2.3868999999999998e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0104_gsm8k_594_solver.json,,1773684829
105,gsm8k_914,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773684829-W9q3gMGvAzsUR4gitgIJ,1,ok,1,142,83,225,2015,1.8382e-05,usage_estimate,,1.8382e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0105_gsm8k_914_solver.json,,1773684840
106,gsm8k_928,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773684840-b1vZFSMwOsKAmpQrIRTG,1,ok,1,174,135,309,3415,2.5854e-05,usage_estimate,,2.5854e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0106_gsm8k_928_solver.json,,1773684852
107,gsm8k_656,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773684853-CsmWnhjJmjkB4RzTrEoM,1,ok,1,150,103,253,2550,2.0949999999999998e-05,usage_estimate,,2.0949999999999998e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0107_gsm8k_656_solver.json,,1773684863
108,humaneval_HumanEval/107,humaneval,ours,gemini25flash,google/gemini-2.5-flash,gen-1773684864-a957kUGl4zXnhHm3pMep,1,ok,1,291,1174,1465,5307,0.0030222999999999995,usage_estimate,,0.0030222999999999995,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0108_humaneval_HumanEval_107_solver.json,,1773684878
109,gsm8k_579,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773684879-sRjMUEZdwpvWufHkZELC,1,ok,1,123,56,179,3141,1.4333e-05,usage_estimate,,1.4333e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0109_gsm8k_579_solver.json,,1773684890
110,gsm8k_45,gsm8k,ours,haiku45,anthropic/claude-4.5-haiku-20251001,gen-1773684906-qurqkxGOW9cbNwQUpXij,1,ok,1,535,527,1062,10674,0.002550887,mixed,,0.002550887,1,gen-1773684891-N9GUI9Z867CWBEkRerkc,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0110_gsm8k_45_solver.json,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0110_gsm8k_45_planner.json,1773684919
111,gsm8k_819,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773684919-YUuT2rV5GCeM5g14rL5K,1,ok,1,154,99,253,2706,2.0833999999999997e-05,usage_estimate,,2.0833999999999997e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0111_gsm8k_819_solver.json,,1773684931
112,gsm8k_520,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773684931-ThBxLJI4u42X8lVnIAcx,1,ok,1,199,125,324,4412,2.6629e-05,usage_estimate,,2.6629e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0112_gsm8k_520_solver.json,,1773684944
113,gsm8k_1194,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773684944-cGORfxwTnY1f6Jv7HLLr,1,ok,1,151,76,227,5926,1.8321e-05,usage_estimate,,1.8321e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0113_gsm8k_1194_solver.json,,1773684959
114,gsm8k_913,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773684960-MDppDVR33sBwt9omLKi0,1,ok,1,169,205,374,2733,3.2499e-05,usage_estimate,,3.2499e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0114_gsm8k_913_solver.json,,1773684971
115,gsm8k_1309,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773684971-EVGIFcJc3XASgQkHW9Xu,0,wrong_answer,1,158,152,310,4096,2.6418e-05,usage_estimate,,2.6418e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0115_gsm8k_1309_solver.json,,1773684984
116,humaneval_HumanEval/81,humaneval,ours,gemini25flash,google/gemini-2.5-flash,gen-1773684984-5JWtARTOCxP5MKBaTZVz,1,ok,1,358,1399,1757,7766,0.0036049000000000003,usage_estimate,,0.0036049000000000003,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0116_humaneval_HumanEval_81_solver.json,,1773685001
117,gsm8k_502,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773685001-iXFcyFYuRlUAyhklpOxL,1,ok,1,165,103,268,2545,2.2015e-05,usage_estimate,,2.2015e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0117_gsm8k_502_solver.json,,1773685012
118,gsm8k_288,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773685013-0nNgK9GH7e5pMpzHFgiK,1,ok,1,153,114,267,2761,2.2263e-05,usage_estimate,,2.2263e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0118_gsm8k_288_solver.json,,1773685024
119,gsm8k_572,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773685025-Y0MbcfY3wtTtO1Q72Kzs,1,ok,1,168,115,283,3204,2.3428e-05,usage_estimate,,2.3428e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0119_gsm8k_572_solver.json,,1773685036
120,gsm8k_401,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773685037-kqnkwhXQQYauOX55O8Mk,1,ok,1,136,152,288,8840,2.4856e-05,usage_estimate,,2.4856e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0120_gsm8k_401_solver.json,,1773685055
121,gsm8k_1099,gsm8k,ours,gemini25flash,google/gemini-2.5-flash,gen-1773685058-04M5MzEwYJKeEgUn19Tf,1,ok,1,162,326,488,12882,0.0008636,usage_estimate,,0.0008636,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0121_gsm8k_1099_solver.json,,1773685076
122,gsm8k_1258,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773685077-g64YS9baIis8ah3nfnWQ,1,ok,1,137,199,336,3723,2.9627e-05,usage_estimate,,2.9627e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0122_gsm8k_1258_solver.json,,1773685089
123,humaneval_HumanEval/140,humaneval,ours,haiku45,anthropic/claude-4.5-haiku-20251001,gen-1773685090-jWhKCQwBGHrZhatcOpAC,1,ok,1,234,819,1053,5966,0.0043289999999999995,usage_estimate,,0.0043289999999999995,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0123_humaneval_HumanEval_140_solver.json,,1773685105
124,gsm8k_163,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773685105-f4mjipuDYsheNmjWJy9T,1,ok,1,153,170,323,3217,2.7863e-05,usage_estimate,,2.7863e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0124_gsm8k_163_solver.json,,1773685117
125,humaneval_HumanEval/99,humaneval,ours,gemini25flash,google/gemini-2.5-flash,gen-1773685117-7z4pUsSFiI6KIewxbljw,1,ok,1,239,1114,1353,5460,0.0028567,usage_estimate,,0.0028567,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0125_humaneval_HumanEval_99_solver.json,,1773685132
126,gsm8k_305,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773685132-pefTkkVqAHWYqmIxdyVW,1,ok,1,122,87,209,3087,1.7362e-05,usage_estimate,,1.7362e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0126_gsm8k_305_solver.json,,1773685144
127,gsm8k_705,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773685144-3Wl8AZV8aDhrrTKAl2Mz,1,ok,1,135,121,256,7891,2.1685e-05,usage_estimate,,2.1685e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0127_gsm8k_705_solver.json,,1773685161
128,gsm8k_6,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773685161-u1i1oPXS2VaFvkTeKViT,1,ok,1,139,153,292,7058,2.5169000000000002e-05,usage_estimate,,2.5169000000000002e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0128_gsm8k_6_solver.json,,1773685177
129,gsm8k_922,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773685178-brU1JeeYKdG55aEIYuM2,1,ok,1,134,112,246,2488,2.0714e-05,usage_estimate,,2.0714e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0129_gsm8k_922_solver.json,,1773685189
130,gsm8k_989,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773685189-6tU7hjNEaOQdn77C8Y3P,1,ok,1,133,1032,1165,22793,0.000112643,usage_estimate,,0.000112643,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0130_gsm8k_989_solver.json,,1773685221
131,humaneval_HumanEval/122,humaneval,ours,haiku45,anthropic/claude-4.5-haiku-20251001,gen-1773685221-ajHNJyXfE6TIfnAqxO9v,1,ok,1,251,505,756,4134,0.0027760000000000003,usage_estimate,,0.0027760000000000003,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0131_humaneval_HumanEval_122_solver.json,,1773685235
132,gsm8k_603,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773685235-PtjeRNmSOdjZv8ZYVDzV,1,ok,1,159,208,367,3426,3.2089e-05,usage_estimate,,3.2089e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0132_gsm8k_603_solver.json,,1773685247
133,gsm8k_990,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773685247-FjJiCHdhMX4rqVT4xPQ0,1,ok,1,185,209,394,4923,3.4035e-05,usage_estimate,,3.4035e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0133_gsm8k_990_solver.json,,1773685261
134,gsm8k_1226,gsm8k,ours,haiku45,anthropic/claude-4.5-haiku-20251001,gen-1773685261-ZXTTAjPS3VwZPrjrRnKy,1,ok,1,205,382,587,11623,0.002115,usage_estimate,,0.002115,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0134_gsm8k_1226_solver.json,,1773685281
135,humaneval_HumanEval/160,humaneval,ours,gemini25flash,google/gemini-2.5-flash,gen-1773685282-27JWx2CKXxjDgb6Bb9Ah,1,ok,1,292,1066,1358,5394,0.0027526000000000004,usage_estimate,,0.0027526000000000004,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0135_humaneval_HumanEval_160_solver.json,,1773685296
136,humaneval_HumanEval/162,humaneval,ours,haiku45,anthropic/claude-4.5-haiku-20251001,gen-1773685296-XEoL5VqS4uw2UPBNWVIZ,1,ok,1,199,437,636,3949,0.002384,usage_estimate,,0.002384,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0136_humaneval_HumanEval_162_solver.json,,1773685309
137,gsm8k_874,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773685309-53Q88oKEC550sJMqnoZL,1,ok,1,133,88,221,3664,1.8243e-05,usage_estimate,,1.8243e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0137_gsm8k_874_solver.json,,1773685322
138,humaneval_HumanEval/146,humaneval,ours,haiku45,anthropic/claude-4.5-haiku-20251001,gen-1773685323-Ot1ARtWqhnoW3uZtT9Wo,1,ok,1,236,739,975,5678,0.003931,usage_estimate,,0.003931,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0138_humaneval_HumanEval_146_solver.json,,1773685337
139,humaneval_HumanEval/4,humaneval,ours,gemini25flash,google/gemini-2.5-flash,gen-1773685337-d9kIDrzApLlyO9v27OMk,1,ok,1,192,1162,1354,7199,0.0029626,usage_estimate,,0.0029626,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0139_humaneval_HumanEval_4_solver.json,,1773685356
140,gsm8k_1154,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773685357-LdqfOvF4sEH1lB1e0maW,1,ok,1,131,116,247,5805,2.0901000000000002e-05,usage_estimate,,2.0901000000000002e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0140_gsm8k_1154_solver.json,,1773685371
141,gsm8k_818,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773685372-uIJ4nDE05Eb007wvcnx4,1,ok,1,154,146,300,2787,2.5534e-05,usage_estimate,,2.5534e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0141_gsm8k_818_solver.json,,1773685383
142,gsm8k_505,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773685384-J0og1nhJIqcR0rXT0RWU,1,ok,1,202,491,693,9721,6.344200000000001e-05,usage_estimate,,6.344200000000001e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0142_gsm8k_505_solver.json,,1773685402
143,gsm8k_1147,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773685403-oEESLpRqtgu9tQ7Z66NL,1,ok,1,195,170,365,5169,3.0845e-05,usage_estimate,,3.0845e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0143_gsm8k_1147_solver.json,,1773685416
144,gsm8k_762,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773685417-01yMGjZiCeQtA2p1hWgX,1,ok,1,151,95,246,4582,2.0221000000000002e-05,usage_estimate,,2.0221000000000002e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0144_gsm8k_762_solver.json,,1773685429
145,gsm8k_233,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773685430-u7I6tRNUwAOVLD6XcRu0,1,ok,1,149,115,264,4084,2.2079e-05,usage_estimate,,2.2079e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0145_gsm8k_233_solver.json,,1773685442
146,gsm8k_449,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773685443-J7Mj7OD26CEqLNytA8SU,1,ok,1,146,75,221,6157,1.7865999999999998e-05,usage_estimate,,1.7865999999999998e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0146_gsm8k_449_solver.json,,1773685457
147,gsm8k_1144,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773685458-P66QqnMeCi8rCex6s3Xc,1,ok,1,150,205,355,3278,3.115e-05,usage_estimate,,3.115e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0147_gsm8k_1144_solver.json,,1773685469
148,gsm8k_335,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773685470-t5gFcmkA7ofcCvipRHN2,1,ok,1,150,91,241,3800,1.975e-05,usage_estimate,,1.975e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0148_gsm8k_335_solver.json,,1773685482
149,gsm8k_408,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773685482-zF6hPBYEQR6CqTtQp8lC,1,ok,1,180,147,327,9261,2.748e-05,usage_estimate,,2.748e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0149_gsm8k_408_solver.json,,1773685500
