t,task_id,task_type,method,worker_id,model_id,request_id,success,failure_reason,format_ok,prompt_tokens,completion_tokens,total_tokens,latency_ms,cost_usd,cost_source,cost_exact_usd,cost_fallback_usd,decomp_used,decomp_request_id,raw_output_path,planner_raw_output_path,timestamp
80,gsm8k_590,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676490-Agqn30PlKKnjUtaseBEA,0,wrong_answer,1,174,416,590,2924,0.0010922,usage_estimate,,0.0010922,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0080_gsm8k_590_solver.json,,1773676505
81,gsm8k_364,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676505-F83FER37pny7WLpVC3cE,1,ok,1,147,338,485,4051,0.0008891,usage_estimate,,0.0008891,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0081_gsm8k_364_solver.json,,1773676518
82,humaneval_HumanEval/156,humaneval,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676518-m5WANbFqW96XywMFXhqQ,1,ok,1,193,1097,1290,6890,0.0028004,usage_estimate,,0.0028004,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0082_humaneval_HumanEval_156_solver.json,,1773676534
83,gsm8k_321,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676535-5T8CwzYb6YXOe4OmIBx1,1,ok,1,123,236,359,4672,0.0006269,usage_estimate,,0.0006269,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0083_gsm8k_321_solver.json,,1773676548
84,gsm8k_448,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676549-dTXaYNi47lvu7z8O5pq5,1,ok,1,160,690,850,5718,0.001773,usage_estimate,,0.001773,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0084_gsm8k_448_solver.json,,1773676563
85,gsm8k_927,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676564-sWNYKhadNzCvVmHYLHVB,1,ok,1,160,404,564,2719,0.0010580000000000001,usage_estimate,,0.0010580000000000001,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0085_gsm8k_927_solver.json,,1773676575
86,gsm8k_299,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676575-xHNEV1JcQJqS32aFpPf0,1,ok,1,177,650,827,4681,0.0016780999999999999,usage_estimate,,0.0016780999999999999,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0086_gsm8k_299_solver.json,,1773676590
87,gsm8k_122,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676590-SemAMVwiv4Z5eRFmTj5G,1,ok,1,152,628,780,5017,0.0016156,usage_estimate,,0.0016156,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0087_gsm8k_122_solver.json,,1773676604
88,humaneval_HumanEval/87,humaneval,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676605-2s2v7eHX3lOwaAkxWVE3,1,ok,1,349,1225,1574,8010,0.0031672000000000002,usage_estimate,,0.0031672000000000002,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0088_humaneval_HumanEval_87_solver.json,,1773676622
89,gsm8k_402,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676623-JX3lMlyltdoVVtdGRr9k,1,ok,1,153,521,674,3348,0.0013483999999999998,usage_estimate,,0.0013483999999999998,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0089_gsm8k_402_solver.json,,1773676636
90,gsm8k_153,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676637-0A4HTXCCJDIaITMS4t3Z,1,ok,1,190,882,1072,5480,0.002262,usage_estimate,,0.002262,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0090_gsm8k_153_solver.json,,1773676652
91,gsm8k_1236,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676653-3DiW54CRrfb48XXzWfcT,1,ok,1,156,289,445,7059,0.0007692999999999999,usage_estimate,,0.0007692999999999999,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0091_gsm8k_1236_solver.json,,1773676668
92,gsm8k_319,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676669-wUC3fGVZYTknCzmN7aGx,1,ok,1,157,317,474,2931,0.0008396,usage_estimate,,0.0008396,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0092_gsm8k_319_solver.json,,1773676681
93,gsm8k_92,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676682-6fqBHLPmnJiMc7kKl3sJ,1,ok,1,142,1000,1142,6184,0.0025426,usage_estimate,,0.0025426,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0093_gsm8k_92_solver.json,,1773676699
94,humaneval_HumanEval/104,humaneval,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676700-ibWPLIE3ceCrV2SGgM0p,1,ok,1,198,926,1124,5062,0.0023743999999999996,usage_estimate,,0.0023743999999999996,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0094_humaneval_HumanEval_104_solver.json,,1773676714
95,gsm8k_630,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676717-4q9rCDJOWEWHnC9DVzMj,1,ok,1,160,312,472,5960,0.000828,usage_estimate,,0.000828,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0095_gsm8k_630_solver.json,,1773676734
96,humaneval_HumanEval/98,humaneval,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676735-zukBcXojOK7ViZHp2Grz,1,ok,1,149,816,965,5668,0.0020847,usage_estimate,,0.0020847,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0096_humaneval_HumanEval_98_solver.json,,1773676752
97,gsm8k_400,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676752-jL41gBeMRm7UnjUA1KcL,1,ok,1,127,240,367,2439,0.0006381000000000001,usage_estimate,,0.0006381000000000001,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0097_gsm8k_400_solver.json,,1773676763
98,gsm8k_91,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676764-6Uaw5zdcTdt8c3VYp9Q6,1,ok,1,125,327,452,3643,0.000855,usage_estimate,,0.000855,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0098_gsm8k_91_solver.json,,1773676776
99,gsm8k_61,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676777-TPM9C7ja77usDh7pNYLA,1,ok,1,150,342,492,3474,0.0009000000000000001,usage_estimate,,0.0009000000000000001,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0099_gsm8k_61_solver.json,,1773676788
100,gsm8k_1030,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676789-QpW8bosr7k4k2r9fYLZA,1,ok,1,210,1175,1385,6933,0.0030005,usage_estimate,,0.0030005,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0100_gsm8k_1030_solver.json,,1773676806
101,humaneval_HumanEval/33,humaneval,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676807-rMjyWIv9Ja7tXDgGhut7,1,ok,1,228,1108,1336,8025,0.0028384,usage_estimate,,0.0028384,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0101_humaneval_HumanEval_33_solver.json,,1773676824
102,gsm8k_311,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676827-erE2E6N34MGPXNFVS4Y1,1,ok,1,132,532,664,6336,0.0013696000000000001,usage_estimate,,0.0013696000000000001,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0102_gsm8k_311_solver.json,,1773676842
103,gsm8k_1210,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676843-Ie21p2bZBEYPj7XB1Z3M,1,ok,1,150,219,369,3727,0.0005925,usage_estimate,,0.0005925,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0103_gsm8k_1210_solver.json,,1773676855
104,gsm8k_594,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676856-66KwDzoguFLa8q1zyRNS,1,ok,1,133,531,664,4002,0.0013674000000000002,usage_estimate,,0.0013674000000000002,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0104_gsm8k_594_solver.json,,1773676870
105,gsm8k_914,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676871-v6qxAvOVhJ8SoWn0HrF9,1,ok,1,139,317,456,2839,0.0008342,usage_estimate,,0.0008342,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0105_gsm8k_914_solver.json,,1773676883
106,gsm8k_928,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676884-ZqRLRuJuvlNaRQ3FGvvn,1,ok,1,171,494,665,4886,0.0012863,usage_estimate,,0.0012863,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0106_gsm8k_928_solver.json,,1773676899
107,gsm8k_656,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676899-kVknOYEz5Epus82RAoAt,1,ok,1,146,341,487,2936,0.0008962999999999999,usage_estimate,,0.0008962999999999999,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0107_gsm8k_656_solver.json,,1773676913
108,humaneval_HumanEval/107,humaneval,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676913-qpw4EEKIUB7L4l0XKNQD,1,ok,1,291,1002,1293,5229,0.0025923000000000005,usage_estimate,,0.0025923000000000005,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0108_humaneval_HumanEval_107_solver.json,,1773676928
109,gsm8k_579,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676929-Tl6Gg2lJ1lk0esqHkKpd,1,ok,1,117,219,336,2401,0.0005826000000000001,usage_estimate,,0.0005826000000000001,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0109_gsm8k_579_solver.json,,1773676939
110,gsm8k_45,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676940-dPpkTEMRQYtcm30wer0M,1,ok,1,183,642,825,6249,0.0016599000000000002,usage_estimate,,0.0016599000000000002,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0110_gsm8k_45_solver.json,,1773676959
111,gsm8k_819,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676960-Zc9zf65iQvaFg6cDOF7d,1,ok,1,148,291,439,5316,0.0007719000000000001,usage_estimate,,0.0007719000000000001,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0111_gsm8k_819_solver.json,,1773676975
112,gsm8k_520,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676975-EmCIc7gfytfKtRmohe71,1,ok,1,191,437,628,5260,0.0011497999999999999,usage_estimate,,0.0011497999999999999,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0112_gsm8k_520_solver.json,,1773676990
113,gsm8k_1194,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676991-aosgGzXhrspazhj3FNVb,1,ok,1,145,181,326,3063,0.000496,usage_estimate,,0.000496,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0113_gsm8k_1194_solver.json,,1773677002
114,gsm8k_913,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773677002-hltfX9xCJJiN17a6aLpn,1,ok,1,163,532,695,3783,0.0013789,usage_estimate,,0.0013789,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0114_gsm8k_913_solver.json,,1773677016
115,gsm8k_1309,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773677016-fepyZ6oTm3GcDrLnWvAV,0,wrong_answer,1,152,472,624,4620,0.0012256,usage_estimate,,0.0012256,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0115_gsm8k_1309_solver.json,,1773677029
116,humaneval_HumanEval/81,humaneval,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773677030-1YBRuniGnNV4tq2vIuTj,1,ok,1,358,1387,1745,9267,0.0035749,usage_estimate,,0.0035749,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0116_humaneval_HumanEval_81_solver.json,,1773677048
117,gsm8k_502,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773677048-PX5ZQ1ZeD0uGRkg0Kf9A,1,ok,1,158,319,477,3138,0.0008449,usage_estimate,,0.0008449,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0117_gsm8k_502_solver.json,,1773677062
118,gsm8k_288,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773677062-jqnPrv0WOMePDU8fFYAD,1,ok,1,148,580,728,4293,0.0014944,usage_estimate,,0.0014944,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0118_gsm8k_288_solver.json,,1773677077
119,gsm8k_572,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773677078-GWNVLfqd4ixbARBnZRNT,1,ok,1,162,525,687,3575,0.0013610999999999999,usage_estimate,,0.0013610999999999999,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0119_gsm8k_572_solver.json,,1773677091
120,gsm8k_401,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773677092-lIAlRwo18KAKJ2boc4h5,1,ok,1,130,532,662,4136,0.001369,usage_estimate,,0.001369,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0120_gsm8k_401_solver.json,,1773677106
121,gsm8k_1099,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773677107-qDcXFXycSp0Lo7q6CksH,1,ok,1,162,322,484,3476,0.0008536,usage_estimate,,0.0008536,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0121_gsm8k_1099_solver.json,,1773677119
122,gsm8k_1258,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773677119-Tx5PqC40zI1csvNvDlOL,1,ok,1,131,562,693,4084,0.0014443,usage_estimate,,0.0014443,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0122_gsm8k_1258_solver.json,,1773677132
123,humaneval_HumanEval/140,humaneval,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773677133-QWKBeKTuOy3dfdGzvFTo,1,ok,1,190,1004,1194,6347,0.002567,usage_estimate,,0.002567,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0123_humaneval_HumanEval_140_solver.json,,1773677150
124,gsm8k_163,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773677150-xgjROXtVwLDTWMyNkMyx,1,ok,1,147,581,728,4081,0.0014966,usage_estimate,,0.0014966,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0124_gsm8k_163_solver.json,,1773677163
125,humaneval_HumanEval/99,humaneval,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773677164-8nEH3EgQ3dEU7TT2mIWo,1,ok,1,239,1148,1387,7409,0.0029417,usage_estimate,,0.0029417,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0125_humaneval_HumanEval_99_solver.json,,1773677180
126,gsm8k_305,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773677181-u3cscu3b3bibtRuNBFxr,1,ok,1,116,391,507,4603,0.0010123,usage_estimate,,0.0010123,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0126_gsm8k_305_solver.json,,1773677194
127,gsm8k_705,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773677195-ReqEvuPRtBZG2CSRBLNA,1,ok,1,129,403,532,3557,0.0010462,usage_estimate,,0.0010462,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0127_gsm8k_705_solver.json,,1773677207
128,gsm8k_6,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773677208-DXVqih42jJGyVKTr19Ri,1,ok,1,133,338,471,2422,0.0008849,usage_estimate,,0.0008849,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0128_gsm8k_6_solver.json,,1773677219
129,gsm8k_922,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773677219-A2n3TogbWqrKazGsxKVJ,1,ok,1,127,389,516,3298,0.0010106,usage_estimate,,0.0010106,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0129_gsm8k_922_solver.json,,1773677232
130,gsm8k_989,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773677232-Fz8YQHO5WtuZkD21AAfM,1,ok,1,126,528,654,3194,0.0013578,usage_estimate,,0.0013578,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0130_gsm8k_989_solver.json,,1773677246
131,humaneval_HumanEval/122,humaneval,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773677278-PynilZ1HjgCSshe6Y0iz,1,ok,1,214,768,982,35249,0.0019842,usage_estimate,,0.0019842,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0131_humaneval_HumanEval_122_solver.json,,1773677292
132,gsm8k_603,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773677293-bMBlWUxe3WoDg7y4n7DJ,1,ok,1,152,669,821,4095,0.0017181,usage_estimate,,0.0017181,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0132_gsm8k_603_solver.json,,1773677306
133,gsm8k_990,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773677307-0V0x1gWopJFBiNrdlDh6,1,ok,1,177,531,708,4267,0.0013806,usage_estimate,,0.0013806,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0133_gsm8k_990_solver.json,,1773677322
134,gsm8k_1226,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773677322-mNE9KCQulku5pgZkQcVW,1,ok,1,157,474,631,3427,0.0012320999999999999,usage_estimate,,0.0012320999999999999,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0134_gsm8k_1226_solver.json,,1773677334
135,humaneval_HumanEval/160,humaneval,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773677335-thlIlrR0vNGVYnraPRgQ,1,ok,1,292,1050,1342,6107,0.0027126,usage_estimate,,0.0027126,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0135_humaneval_HumanEval_160_solver.json,,1773677351
136,humaneval_HumanEval/162,humaneval,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773677352-mK3YMSziKjVyNOAEZJcX,1,ok,1,164,296,460,4113,0.0007892,usage_estimate,,0.0007892,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0136_humaneval_HumanEval_162_solver.json,,1773677366
137,gsm8k_874,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773677367-eQEy3GVEic0f0JIDGooM,1,ok,1,126,164,290,2721,0.0004478,usage_estimate,,0.0004478,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0137_gsm8k_874_solver.json,,1773677378
138,humaneval_HumanEval/146,humaneval,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773677379-glX2uvTAYlJmYpgsv7yn,1,ok,1,204,1112,1316,6731,0.0028412,usage_estimate,,0.0028412,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0138_humaneval_HumanEval_146_solver.json,,1773677396
139,humaneval_HumanEval/4,humaneval,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773677397-1Ocs73AskxFdDppPZiLT,1,ok,1,192,975,1167,7077,0.0024951,usage_estimate,,0.0024951,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0139_humaneval_HumanEval_4_solver.json,,1773677413
140,gsm8k_1154,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773677413-13m1RDjCoyqqE7UHBz2q,1,ok,1,124,169,293,2090,0.00045969999999999995,usage_estimate,,0.00045969999999999995,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0140_gsm8k_1154_solver.json,,1773677424
141,gsm8k_818,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773677425-4Y3T3RdV4UVuL1POK1AB,1,ok,1,148,394,542,2865,0.0010294,usage_estimate,,0.0010294,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0141_gsm8k_818_solver.json,,1773677438
142,gsm8k_505,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773677439-ZhWJB3V14pi8NPY7rzqm,1,ok,1,192,1105,1297,6834,0.0028201000000000003,usage_estimate,,0.0028201000000000003,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0142_gsm8k_505_solver.json,,1773677456
143,gsm8k_1147,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773677457-buuE7hnv5Gd9DR0y2dyZ,1,ok,1,193,625,818,4193,0.0016204000000000001,usage_estimate,,0.0016204000000000001,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0143_gsm8k_1147_solver.json,,1773677471
144,gsm8k_762,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773677472-sre7JmsYyKPrMlU1LB9M,1,ok,1,145,243,388,2422,0.000651,usage_estimate,,0.000651,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0144_gsm8k_762_solver.json,,1773677485
145,gsm8k_233,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773677486-1CNeBOdPBL7IoyprkYP7,1,ok,1,141,209,350,3969,0.0005648000000000001,usage_estimate,,0.0005648000000000001,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0145_gsm8k_233_solver.json,,1773677498
146,gsm8k_449,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773677498-GWi4HGNGwLYr1p5WbrFX,1,ok,1,137,265,402,2002,0.0007036,usage_estimate,,0.0007036,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0146_gsm8k_449_solver.json,,1773677511
147,gsm8k_1144,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773677512-hPlhtxHCRXCkq8sarH1T,1,ok,1,143,520,663,3988,0.0013429,usage_estimate,,0.0013429,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0147_gsm8k_1144_solver.json,,1773677526
148,gsm8k_335,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773677527-eGLnafYXxajT4w0rcna9,1,ok,1,141,445,586,3026,0.0011548,usage_estimate,,0.0011548,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0148_gsm8k_335_solver.json,,1773677541
149,gsm8k_408,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773677541-03u7nhsYQn4uxnwlxCwV,1,ok,1,174,891,1065,6422,0.0022797,usage_estimate,,0.0022797,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0149_gsm8k_408_solver.json,,1773677558
150,humaneval_HumanEval/88,humaneval,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773677558-d3kyk6dBTqbixeBGKaKC,1,ok,1,290,1082,1372,6511,0.0027919999999999998,usage_estimate,,0.0027919999999999998,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0150_humaneval_HumanEval_88_solver.json,,1773677574
151,humaneval_HumanEval/10,humaneval,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773677575-QrCxlyzuZ1p2uBC0Iyqz,1,ok,1,222,1109,1331,7575,0.0028391,usage_estimate,,0.0028391,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0151_humaneval_HumanEval_10_solver.json,,1773677593
152,gsm8k_1220,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773677594-8BX6CbedMCg63EC9XS99,1,ok,1,136,700,836,4668,0.0017908,usage_estimate,,0.0017908,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0152_gsm8k_1220_solver.json,,1773677607
153,gsm8k_328,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773677608-vSDCoKYcfnwmOyZmXNmt,1,ok,1,137,331,468,2998,0.0008686000000000001,usage_estimate,,0.0008686000000000001,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0153_gsm8k_328_solver.json,,1773677621
154,gsm8k_211,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773677622-3koTNOZGy2TJJ7EUwdhV,1,ok,1,147,842,989,4936,0.0021491,usage_estimate,,0.0021491,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0154_gsm8k_211_solver.json,,1773677636
155,humaneval_HumanEval/77,humaneval,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773677636-4PASXv0joq4LJtijgaGL,1,ok,1,188,1038,1226,7537,0.0026514,usage_estimate,,0.0026514,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0155_humaneval_HumanEval_77_solver.json,,1773677654
156,gsm8k_680,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773677655-yb2AkgkUGAoznEVNZQ7l,1,ok,1,145,366,511,3767,0.0009585,usage_estimate,,0.0009585,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0156_gsm8k_680_solver.json,,1773677667
157,gsm8k_307,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773677668-RyEaRaBJ4dXpKWONPKCi,1,ok,1,147,804,951,4989,0.0020541,usage_estimate,,0.0020541,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0157_gsm8k_307_solver.json,,1773677683
158,gsm8k_929,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773677684-Ut3vZuEg7ASBDlxRH26q,1,ok,1,133,306,439,2982,0.0008049000000000001,usage_estimate,,0.0008049000000000001,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0158_gsm8k_929_solver.json,,1773677696
159,gsm8k_77,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773677696-bnOzzu7tE4jHpsU9NebU,1,ok,1,136,279,415,2141,0.0007383,usage_estimate,,0.0007383,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0159_gsm8k_77_solver.json,,1773677709
