t,task_id,task_type,method,worker_id,model_id,request_id,success,failure_reason,format_ok,prompt_tokens,completion_tokens,total_tokens,latency_ms,cost_usd,cost_source,cost_exact_usd,cost_fallback_usd,decomp_used,decomp_request_id,raw_output_path,planner_raw_output_path,timestamp
349,gsm8k_1299,gsm8k,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673005-STdUkL1tqVqQgYQWzEvv,1,ok,1,157,131,288,5367,2.4247e-05,usage_estimate,,2.4247e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0349_gsm8k_1299_solver.json,,1773673019
350,gsm8k_970,gsm8k,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673020-OobUNYEufPC329u0y8jl,1,ok,1,131,72,203,1716,1.6501e-05,usage_estimate,,1.6501e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0350_gsm8k_970_solver.json,,1773673029
351,gsm8k_374,gsm8k,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673030-Ms8pxBqXZ84inx4DhfPo,1,ok,1,137,101,238,1705,1.9827e-05,usage_estimate,,1.9827e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0351_gsm8k_374_solver.json,,1773673043
352,gsm8k_420,gsm8k,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673044-4eaYl3H22h86aOad2tVL,1,ok,1,154,111,265,5672,2.2034e-05,usage_estimate,,2.2034e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0352_gsm8k_420_solver.json,,1773673059
353,gsm8k_789,gsm8k,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673059-9ohKW5yP025cw6H2jOLV,1,ok,1,179,131,310,9014,2.5809e-05,usage_estimate,,2.5809e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0353_gsm8k_789_solver.json,,1773673077
354,gsm8k_234,gsm8k,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673078-rFa1j9X1D9DEuGGW8ivs,1,ok,1,149,122,271,7709,2.2779e-05,usage_estimate,,2.2779e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0354_gsm8k_234_solver.json,,1773673098
355,humaneval_HumanEval/22,humaneval,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673098-fqjcd5qBcpMgJ3pTSGPm,1,ok,1,166,108,274,3311,2.2585999999999997e-05,usage_estimate,,2.2585999999999997e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0355_humaneval_HumanEval_22_solver.json,,1773673110
356,gsm8k_1163,gsm8k,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673112-V4pGdPX6tvcDd4AukPad,1,ok,1,133,81,214,3908,1.7542999999999998e-05,usage_estimate,,1.7542999999999998e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0356_gsm8k_1163_solver.json,,1773673124
357,humaneval_HumanEval/39,humaneval,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673126-XSM6cB9IqbM0xuNd91u9,1,ok,1,173,233,406,5419,3.5583e-05,usage_estimate,,3.5583e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0357_humaneval_HumanEval_39_solver.json,,1773673139
358,humaneval_HumanEval/37,humaneval,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673140-xoSQ4hCJkmbf3ntYwTKW,1,ok,1,197,88,285,2556,2.2786999999999997e-05,usage_estimate,,2.2786999999999997e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0358_humaneval_HumanEval_37_solver.json,,1773673154
359,gsm8k_769,gsm8k,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673155-BkFDruone1EXVPsisDRf,1,ok,1,164,179,343,4656,2.9543999999999997e-05,usage_estimate,,2.9543999999999997e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0359_gsm8k_769_solver.json,,1773673169
360,gsm8k_618,gsm8k,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673169-zutHTUqFPB8xy1VxhuRH,1,ok,1,161,150,311,2180,2.6430999999999998e-05,usage_estimate,,2.6430999999999998e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0360_gsm8k_618_solver.json,,1773673183
361,gsm8k_676,gsm8k,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673183-5it1ldmi9JhmtbjsIOhD,1,ok,1,156,211,367,3712,3.2176e-05,usage_estimate,,3.2176e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0361_gsm8k_676_solver.json,,1773673197
362,humaneval_HumanEval/7,humaneval,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673197-A7rQ6cYN9HxiZcsU5Y3z,1,ok,1,167,101,268,2689,2.1957e-05,usage_estimate,,2.1957e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0362_humaneval_HumanEval_7_solver.json,,1773673209
363,gsm8k_468,gsm8k,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673210-YvNtyqb7KItjBVIgXIhp,1,ok,1,155,211,366,3173,3.2105e-05,usage_estimate,,3.2105e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0363_gsm8k_468_solver.json,,1773673223
364,gsm8k_528,gsm8k,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673224-hhAca5qxH5cIQ6Gq4Dch,1,ok,1,155,201,356,8639,3.1105e-05,usage_estimate,,3.1105e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0364_gsm8k_528_solver.json,,1773673244
365,gsm8k_651,gsm8k,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673245-iAs4n5pbRI9FLf2hkrAE,1,ok,1,170,174,344,5178,2.947e-05,usage_estimate,,2.947e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0365_gsm8k_651_solver.json,,1773673259
366,gsm8k_908,gsm8k,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673259-1HrWCPD44vY0Xt1WNCzc,1,ok,1,133,89,222,1953,1.8342999999999997e-05,usage_estimate,,1.8342999999999997e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0366_gsm8k_908_solver.json,,1773673270
367,humaneval_HumanEval/112,humaneval,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673272-3ZV2zoc4lkhPIAxu3I3y,1,ok,1,236,43,279,4835,2.1055999999999996e-05,usage_estimate,,2.1055999999999996e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0367_humaneval_HumanEval_112_solver.json,,1773673286
368,humaneval_HumanEval/46,humaneval,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673286-rHCndS5gRGSllpAkbl0f,1,ok,1,246,123,369,2284,2.9766e-05,usage_estimate,,2.9766e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0368_humaneval_HumanEval_46_solver.json,,1773673300
369,humaneval_HumanEval/9,humaneval,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673301-CPpOxvdLnr8hcj71zpKq,1,ok,1,174,142,316,11627,2.6554e-05,usage_estimate,,2.6554e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0369_humaneval_HumanEval_9_solver.json,,1773673321
370,gsm8k_946,gsm8k,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673321-8PCZ21JOdmtREQjCDiE0,1,ok,1,141,111,252,7121,2.1111e-05,usage_estimate,,2.1111e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0370_gsm8k_946_solver.json,,1773673337
371,humaneval_HumanEval/41,humaneval,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673338-JTngKUexkBRL6zwMv17b,1,ok,1,225,152,377,2575,3.1175e-05,usage_estimate,,3.1175e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0371_humaneval_HumanEval_41_solver.json,,1773673350
372,gsm8k_896,gsm8k,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673350-j3GsTOgaxEqCagTyWCDp,1,ok,1,146,110,256,7402,2.1366e-05,usage_estimate,,2.1366e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0372_gsm8k_896_solver.json,,1773673367
373,humaneval_HumanEval/20,humaneval,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673367-lmNbohz0pt5bWKjawLAP,1,ok,1,240,127,367,3441,2.974e-05,usage_estimate,,2.974e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0373_humaneval_HumanEval_20_solver.json,,1773673380
374,gsm8k_715,gsm8k,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673381-N3XzCjw73VM92QHZqWAR,1,ok,1,161,136,297,5582,2.5030999999999998e-05,usage_estimate,,2.5030999999999998e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0374_gsm8k_715_solver.json,,1773673401
375,humaneval_HumanEval/23,humaneval,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673401-BFgLWObdJnvYrBITu5OK,1,ok,1,117,43,160,2919,1.2607e-05,usage_estimate,,1.2607e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0375_humaneval_HumanEval_23_solver.json,,1773673415
376,gsm8k_182,gsm8k,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673416-xtd4fZagWCZzyHLcqTrK,1,ok,1,133,179,312,2701,2.7343e-05,usage_estimate,,2.7343e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0376_gsm8k_182_solver.json,,1773673428
377,gsm8k_610,gsm8k,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673428-fRFRScH9LL9GAzCUZvPn,0,wrong_answer,1,144,51,195,5325,1.5323999999999998e-05,usage_estimate,,1.5323999999999998e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0377_gsm8k_610_solver.json,,1773673443
378,gsm8k_1233,gsm8k,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673443-TZwB9ZBnimlkHxamdbIB,1,ok,1,151,155,306,2458,2.6221e-05,usage_estimate,,2.6221e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0378_gsm8k_1233_solver.json,,1773673454
379,humaneval_HumanEval/71,humaneval,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673455-JW0T9hCkZxK6P6ScMXgz,1,ok,1,197,83,280,8293,2.2287e-05,usage_estimate,,2.2287e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0379_humaneval_HumanEval_71_solver.json,,1773673474
380,gsm8k_848,gsm8k,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673474-rtohSQbYw89RCACytSAC,1,ok,1,151,164,315,7702,2.7121e-05,usage_estimate,,2.7121e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0380_gsm8k_848_solver.json,,1773673493
381,humaneval_HumanEval/161,humaneval,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673493-qkt5ZBpdC0jlF90uJJYK,1,ok,1,185,54,239,1522,1.8534999999999998e-05,usage_estimate,,1.8534999999999998e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0381_humaneval_HumanEval_161_solver.json,,1773673505
382,gsm8k_173,gsm8k,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673507-3FYXSHWsoAx58tacYvC2,1,ok,1,175,148,323,4193,2.7224999999999998e-05,usage_estimate,,2.7224999999999998e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0382_gsm8k_173_solver.json,,1773673519
383,humaneval_HumanEval/2,humaneval,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673519-eCKxI68oKGTdCRCJH8Ac,1,ok,1,159,17,176,1439,1.2988999999999999e-05,usage_estimate,,1.2988999999999999e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0383_humaneval_HumanEval_2_solver.json,,1773673531
384,humaneval_HumanEval/62,humaneval,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673532-33YnQNmK3pES2eHyrNrX,1,ok,1,184,37,221,2064,1.6763999999999997e-05,usage_estimate,,1.6763999999999997e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0384_humaneval_HumanEval_62_solver.json,,1773673543
385,humaneval_HumanEval/27,humaneval,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673544-0hUlX9F3tDmQAuflR99i,1,ok,1,122,49,171,8284,1.3562e-05,usage_estimate,,1.3562e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0385_humaneval_HumanEval_27_solver.json,,1773673562
386,gsm8k_723,gsm8k,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673562-zHEy8iZL3x7y4OurtJnt,1,ok,1,148,101,249,3173,2.0608e-05,usage_estimate,,2.0608e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0386_gsm8k_723_solver.json,,1773673572
387,humaneval_HumanEval/152,humaneval,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673572-gESxu26yxa0hJSQ7W4pa,1,ok,1,304,24,328,9690,2.3984e-05,usage_estimate,,2.3984e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0387_humaneval_HumanEval_152_solver.json,,1773673591
388,gsm8k_702,gsm8k,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673591-h6V71wJOejqVdU9c9KFS,1,ok,1,197,176,373,2612,3.1587e-05,usage_estimate,,3.1587e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0388_gsm8k_702_solver.json,,1773673602
389,humaneval_HumanEval/69,humaneval,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673603-XBZZLHmZ1NNIKAjpg3aU,1,ok,1,239,57,296,3743,2.2669e-05,usage_estimate,,2.2669e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0389_humaneval_HumanEval_69_solver.json,,1773673615
390,gsm8k_73,gsm8k,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673616-k07mEKtAHgq5nzlIalDf,1,ok,1,142,152,294,3271,2.5282e-05,usage_estimate,,2.5282e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0390_gsm8k_73_solver.json,,1773673628
391,humaneval_HumanEval/103,humaneval,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673628-Lh0EDTfiC0nL9HloFv8X,1,ok,1,224,61,285,3357,2.2003999999999998e-05,usage_estimate,,2.2003999999999998e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0391_humaneval_HumanEval_103_solver.json,,1773673640
392,gsm8k_185,gsm8k,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673641-MeS3fhW5CMxeqTo34TMr,1,ok,1,137,71,208,1748,1.6827e-05,usage_estimate,,1.6827e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0392_gsm8k_185_solver.json,,1773673652
393,humaneval_HumanEval/94,humaneval,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673652-KSpKonAoUCN1Xhr0OecP,1,ok,1,401,134,535,4221,4.187099999999999e-05,usage_estimate,,4.187099999999999e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0393_humaneval_HumanEval_94_solver.json,,1773673666
394,gsm8k_355,gsm8k,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673666-wa0RlyxZ7zihFfDQ4Q1o,1,ok,1,158,116,274,4289,2.2817999999999997e-05,usage_estimate,,2.2817999999999997e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0394_gsm8k_355_solver.json,,1773673679
395,gsm8k_297,gsm8k,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673680-N7PCFYCEx8JOlSMSQX7W,1,ok,1,175,168,343,11753,2.9225e-05,usage_estimate,,2.9225e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0395_gsm8k_297_solver.json,,1773673700
396,gsm8k_1273,gsm8k,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673700-TOnfC1D4i9ZUW4lzEGiz,1,ok,1,149,124,273,1908,2.2978999999999998e-05,usage_estimate,,2.2978999999999998e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0396_gsm8k_1273_solver.json,,1773673711
397,gsm8k_763,gsm8k,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673711-zmNETTXK1cR8qmJnNoRr,1,ok,1,165,187,352,10782,3.0415e-05,usage_estimate,,3.0415e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0397_gsm8k_763_solver.json,,1773673731
398,gsm8k_406,gsm8k,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673732-3W65yGeFUZzRV1V9GswJ,1,ok,1,170,195,365,6772,3.157e-05,usage_estimate,,3.157e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0398_gsm8k_406_solver.json,,1773673747
399,humaneval_HumanEval/32,humaneval,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673747-QT7RRvp2Ju5sgVpdyBZK,1,ok,1,335,442,777,5630,6.798500000000001e-05,usage_estimate,,6.798500000000001e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0399_humaneval_HumanEval_32_solver.json,,1773673762
400,gsm8k_649,gsm8k,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673763-AfzbOvoNd6a1JCWUdjZp,0,wrong_answer,1,164,98,262,3137,2.1444e-05,usage_estimate,,2.1444e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0400_gsm8k_649_solver.json,,1773673775
401,humaneval_HumanEval/57,humaneval,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673775-r2Osy8cw1Ua9AfuicQro,1,ok,1,165,149,314,6526,2.6615e-05,usage_estimate,,2.6615e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0401_humaneval_HumanEval_57_solver.json,,1773673791
402,humaneval_HumanEval/109,humaneval,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673792-fP13NtrRZhyO7oIPEGUf,1,ok,1,373,67,440,1813,3.3183e-05,usage_estimate,,3.3183e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0402_humaneval_HumanEval_109_solver.json,,1773673804
403,gsm8k_1112,gsm8k,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673804-wOusxcppjueroAmekBX0,1,ok,1,136,183,319,7414,2.7956e-05,usage_estimate,,2.7956e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0403_gsm8k_1112_solver.json,,1773673830
404,gsm8k_743,gsm8k,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673831-QJ4xf7xJCewj1wKDHjEH,1,ok,1,165,104,269,15795,2.2115e-05,usage_estimate,,2.2115e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0404_gsm8k_743_solver.json,,1773673855
405,humaneval_HumanEval/43,humaneval,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673855-w6nupXQxrHB92b1G6oBh,1,ok,1,231,37,268,5701,2.0100999999999996e-05,usage_estimate,,2.0100999999999996e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0405_humaneval_HumanEval_43_solver.json,,1773673870
406,gsm8k_1307,gsm8k,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673870-jwxNiCVHCFsc4wDnDedy,1,ok,1,138,92,230,3715,1.8997999999999997e-05,usage_estimate,,1.8997999999999997e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0406_gsm8k_1307_solver.json,,1773673883
407,gsm8k_413,gsm8k,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673883-vG4z14JkMbpnOfdKMsLb,1,ok,1,159,203,362,3366,3.1589e-05,usage_estimate,,3.1589e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0407_gsm8k_413_solver.json,,1773673897
408,gsm8k_484,gsm8k,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673897-SAJeoZikUg1fKQm2pVTw,1,ok,1,158,84,242,3343,1.9617999999999998e-05,usage_estimate,,1.9617999999999998e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0408_gsm8k_484_solver.json,,1773673911
409,gsm8k_103,gsm8k,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673911-UbKut2692TsrM1Adqx1D,1,ok,1,161,104,265,1935,2.1831e-05,usage_estimate,,2.1831e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0409_gsm8k_103_solver.json,,1773673922
410,gsm8k_980,gsm8k,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673924-MnvcUVn0Lbo3FvhHMA29,1,ok,1,154,117,271,3718,2.2634e-05,usage_estimate,,2.2634e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0410_gsm8k_980_solver.json,,1773673935
411,humaneval_HumanEval/148,humaneval,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673936-IET9yLu6ZJi7X3IQUHcP,1,ok,1,285,119,404,5998,3.2135e-05,usage_estimate,,3.2135e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0411_humaneval_HumanEval_148_solver.json,,1773673952
412,gsm8k_329,gsm8k,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673953-xqtxfjGu9QVsWGtlFK1B,1,ok,1,145,78,223,9085,1.8095e-05,usage_estimate,,1.8095e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0412_gsm8k_329_solver.json,,1773673972
413,humaneval_HumanEval/136,humaneval,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673972-xO523jwBQaFkWdcMZZUv,1,ok,1,212,87,299,1957,2.3752e-05,usage_estimate,,2.3752e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0413_humaneval_HumanEval_136_solver.json,,1773673983
414,gsm8k_685,gsm8k,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773673984-4sEbLVXOpFooJuUNd1za,1,ok,1,153,98,251,7571,2.0663000000000002e-05,usage_estimate,,2.0663000000000002e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0414_gsm8k_685_solver.json,,1773674001
415,humaneval_HumanEval/121,humaneval,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773674002-ey4hLZn2cSBR6mG8OycN,1,ok,1,177,45,222,5838,1.7066999999999998e-05,usage_estimate,,1.7066999999999998e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0415_humaneval_HumanEval_121_solver.json,,1773674019
416,humaneval_HumanEval/13,humaneval,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773674019-SmZ21uZsY47irbLJCgm2,1,ok,1,146,35,181,3146,1.3865999999999999e-05,usage_estimate,,1.3865999999999999e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0416_humaneval_HumanEval_13_solver.json,,1773674033
417,gsm8k_794,gsm8k,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773674033-8uVmAKhNfD52gc9PJQnw,1,ok,1,140,108,248,4377,2.0739999999999998e-05,usage_estimate,,2.0739999999999998e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0417_gsm8k_794_solver.json,,1773674050
418,gsm8k_1024,gsm8k,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773674051-voKXns9rjyYg6qVSQhQY,1,ok,1,143,117,260,8983,2.1853e-05,usage_estimate,,2.1853e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0418_gsm8k_1024_solver.json,,1773674071
419,gsm8k_1078,gsm8k,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773674072-dZ3xRiVof9tcqIzwZidv,1,ok,1,193,130,323,3727,2.6702999999999998e-05,usage_estimate,,2.6702999999999998e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0419_gsm8k_1078_solver.json,,1773674085
420,gsm8k_904,gsm8k,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773674085-hp34sjuwtlTxgNFPMPUK,1,ok,1,140,94,234,7588,1.9339999999999998e-05,usage_estimate,,1.9339999999999998e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0420_gsm8k_904_solver.json,,1773674102
421,gsm8k_662,gsm8k,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773674102-vYB9S0DYgBMykla8gDYK,0,wrong_answer,1,159,147,306,4652,2.5988999999999998e-05,usage_estimate,,2.5988999999999998e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0421_gsm8k_662_solver.json,,1773674115
422,humaneval_HumanEval/142,humaneval,cost_first,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773674116-Kx0aIHsIy5MMmjlgbMtf,1,ok,1,245,73,318,3630,2.4695e-05,usage_estimate,,2.4695e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/cost_first/0422_humaneval_HumanEval_142_solver.json,,1773674130
